Filename,DateTime,Symbol,Name,TotalHolders,Rank,Address,Percentage,Insider,Bundler,IsPool
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,144,AaKci815wVJGBXFh6rUtczZhs1aAYyiLuro4THvHa38r,0.0030184196059,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,145,8g2wumSJirL5D8mPDbvbgA16Q4zmEL7nRiQL6SfnWiMb,0.0012518,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,146,JBUEhjXG5wQ2Q63G1szjpeKPgHgULQY1VspCTuvHBpdQ,0.0012518,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,147,HbKKvzaW426sN85hPj2UZaYuNYKkNGqa5CkJt8eWAY23,0.0012518,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,148,GHMbYNvLAYFQCJ2X1fBiwojjaMGmGVZw1jK6pmaiYiTY,0.0012518,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,149,3WSmnK9BcE6TBo3AwcYh8gAq6Jp7eNUbQ573P1PJEypn,0.0012518,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,150,482bsWJ5uj9aJXpcz9XfZ6PjVfBFXK77BtcR1BGgFt92,0.0012309238362999998,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,151,AthACNGMSzi2Kbiv8SKxCSBypezNjKvR2gJAYT7UWqpn,0.001228,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,152,7rmnEB7DmhTZAuE62Uhv7F1kvqB7kHtrNwxu7nAc5Gr5,0.0010369618295,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,153,3kxwXk7WGfVboabnvAQf3JnxEiPnoNEZ1hjYwLpMYyyh,9.562282569999999e-05,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,154,D1SE8mKKGTkZz5Yab5N1SjWJCrj7CjmuXRhabrdAqtEs,1.41178314e-05,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,155,71oSy4bTEa7xhRynrwkvxo6HQ5CaKh3ZTRc7NiZCnmje,0,False,False,False
